"","date","iso_a3","currency_code","name","local_price","dollar_ex","dollar_price","usd_raw","eur_raw","gbp_raw","jpy_raw","cny_raw","gdp_dollar","adj_price","usd_adjusted","eur_adjusted","gbp_adjusted","jpy_adjusted","cny_adjusted","positive","balanced","ordering"
"134",2005-06-01,"CAN","CAD","Canada",3.28,1.2494,2.62526012485993,-0.14207,-0.26733,-0.23693,0.12062,1.06931,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,20
"135",2005-06-01,"CHE","CHF","Switzerland",6.3,1.2475,5.0501002004008,0.65036,0.40941,0.46788,1.15569,2.98063,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,26
"136",2005-06-01,"CHL","CLP","Chile",1500,592.45,2.53185922862689,-0.1726,-0.29339,-0.26408,0.08075,0.99568,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,17
"137",2005-06-01,"CHN","CNY","China",10.5,8.2764,1.26866753661012,-0.5854,-0.64593,-0.63124,-0.45846,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,1
"138",2005-06-01,"CZE","CZK","Czech Republic",56.42,24.5409,2.29901918837532,-0.24869,-0.35838,-0.33176,-0.01864,0.81215,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,11
"139",2005-06-01,"DNK","DKK","Denmark",27.75,6.0647,4.57565914224941,0.49531,0.277,0.32998,0.95317,2.60667,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,25
"140",2005-06-01,"EUZ","EUR","Euro area",2.92,0.814929509,3.58313199823029,0.17096,0,0.04149,0.5295,1.82433,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,23
"141",2005-06-01,"GBR","GBP","Britain",1.88,0.546448087,3.44040000271792,0.12431,-0.03983,0,0.46857,1.71182,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,22
"142",2005-06-01,"HKG","HKD","Hong Kong",12,7.7807,1.54227768709756,-0.49599,-0.56957,-0.55172,-0.34166,0.21567,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,6
"143",2005-06-01,"HUN","HUF","Hungary",530,203.643,2.6025937547571,-0.14948,-0.27365,-0.24352,0.11094,1.05144,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,19
"144",2005-06-01,"IDN","IDR","Indonesia",14600,9545,1.5295966474594,-0.50013,-0.57311,-0.5554,-0.34708,0.20567,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,5
"145",2005-06-01,"JPN","JPY","Japan",250,106.715,2.34268846928735,-0.23442,-0.34619,-0.31907,0,0.84657,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,12
"146",2005-06-01,"KOR","KRW","South Korea",2500,1005.5,2.48632521133764,-0.18748,-0.3061,-0.27732,0.06131,0.95979,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,15
"147",2005-06-01,"MEX","MXN","Mexico",28,10.8675,2.57648953301127,-0.15801,-0.28094,-0.25111,0.0998,1.03086,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,18
"148",2005-06-01,"MYS","MYR","Malaysia",5.25,3.8,1.38157894736842,-0.5485,-0.61442,-0.59842,-0.41026,0.089,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,2
"149",2005-06-01,"NZL","NZD","New Zealand",4.45,1.4023,3.17335805462455,0.03705,-0.11436,-0.07762,0.35458,1.50133,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,21
"150",2005-06-01,"POL","PLN","Poland",6.5,3.3096,1.96398356296833,-0.35818,-0.45188,-0.42914,-0.16165,0.54807,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,8
"151",2005-06-01,"RUS","RUB","Russia",42,28.4055,1.47858689338332,-0.5168,-0.58735,-0.57023,-0.36885,0.16546,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,3
"152",2005-06-01,"SGP","SGD","Singapore",3.6,1.6607,2.16776058288673,-0.29158,-0.39501,-0.36991,-0.07467,0.70869,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,10
"153",2005-06-01,"SWE","SEK","Sweden",31,7.4402,4.16655466250907,0.36162,0.16282,0.21107,0.77854,2.2842,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,24
"154",2005-06-01,"THA","THB","Thailand",60,40.53,1.48038490007402,-0.51621,-0.58685,-0.56971,-0.36808,0.16688,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,4
"155",2005-06-01,"TWN","TWD","Taiwan",75,31.175,2.40577385725742,-0.2138,-0.32858,-0.30073,0.02693,0.8963,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,14
"156",2005-06-01,"ZAF","ZAR","South Africa",13.95,6.6482,2.09831232514064,-0.31428,-0.41439,-0.3901,-0.10431,0.65395,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,9
"157",2006-01-01,"ARG","ARS","Argentina",4.75,3.0638,1.55036229518898,-0.50782,-0.55878,-0.53248,-0.29114,0.19069,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,6
"158",2006-01-01,"AUS","AUD","Australia",3.25,1.3308,2.44214006612564,-0.22472,-0.30499,-0.26356,0.1166,0.87559,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,13
"159",2006-01-01,"BRA","BRL","Brazil",6.2,2.2615,2.74154322352421,-0.12967,-0.21978,-0.17327,0.25349,1.10553,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,18
"160",2006-01-01,"CAN","CAD","Canada",3.52,1.1704,3.00751879699248,-0.04523,-0.14409,-0.09306,0.3751,1.3098,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,20
"161",2006-01-01,"CHE","CHF","Switzerland",6.3,1.2776,4.93112085159674,0.56544,0.40335,0.48701,1.25461,2.78715,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,26
"162",2006-01-01,"CHL","CLP","Chile",1560,522.75,2.98421807747489,-0.05263,-0.15072,-0.10009,0.36444,1.29191,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,19
"163",2006-01-01,"CHN","CNY","China",10.5,8.0641,1.30206718666683,-0.58665,-0.62944,-0.60735,-0.40467,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,1
"164",2006-01-01,"CZE","CZK","Czech Republic",62,23.8375,2.60094389092816,-0.1743,-0.2598,-0.21567,0.1892,0.99755,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,15
"165",2006-01-01,"DNK","DKK","Denmark",27.75,6.1769,4.49254480402791,0.4262,0.27853,0.35475,1.05408,2.45032,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,25
"166",2006-01-01,"EUZ","EUR","Euro area",2.91,0.82815735,3.51382499956077,0.1155,0,0.05962,0.60659,1.69865,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,23
"167",2006-01-01,"GBR","GBP","Britain",1.88,0.566925563,3.3161319980909,0.05274,-0.05626,0,0.5162,1.54682,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,22
"168",2006-01-01,"HKG","HKD","Hong Kong",12,7.7512,1.54814738363092,-0.50852,-0.55941,-0.53315,-0.29216,0.18899,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,5
"169",2006-01-01,"HUN","HUF","Hungary",560,206.956,2.70588917451052,-0.14099,-0.22993,-0.18402,0.23719,1.07815,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,17
"170",2006-01-01,"IDN","IDR","Indonesia",14600,9460,1.54334038054968,-0.51005,-0.56078,-0.5346,-0.29435,0.1853,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,4
"171",2006-01-01,"JPN","JPY","Japan",250,114.305,2.18713092165697,-0.30567,-0.37756,-0.34046,0,0.67974,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,9
"172",2006-01-01,"KOR","KRW","South Korea",2500,977.45,2.55767558442887,-0.18804,-0.27211,-0.22872,0.16942,0.96432,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,14
"173",2006-01-01,"MEX","MXN","Mexico",28,10.5425,2.65591652833768,-0.15685,-0.24415,-0.19909,0.21434,1.03977,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,16
"174",2006-01-01,"MYS","MYR","Malaysia",5.5,3.7488,1.46713615023474,-0.53424,-0.58247,-0.55758,-0.3292,0.12677,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,2
"175",2006-01-01,"NZL","NZD","New Zealand",4.45,1.4467,3.07596599156701,-0.0235,-0.12461,-0.07242,0.40639,1.36237,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,21
"176",2006-01-01,"POL","PLN","Poland",6.5,3.1151,2.08661038168919,-0.33758,-0.40617,-0.37077,-0.04596,0.60254,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,8
"177",2006-01-01,"RUS","RUB","Russia",46,28.67,1.60446459713987,-0.49065,-0.54339,-0.51616,-0.26641,0.23224,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,7
"178",2006-01-01,"SGP","SGD","Singapore",3.6,1.6353,2.20143093010457,-0.30113,-0.37349,-0.33614,0.00654,0.69072,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,10
"179",2006-01-01,"SWE","SEK","Sweden",33,7.7119,4.27910112942336,0.35844,0.21779,0.29039,0.95649,2.28639,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,24
"180",2006-01-01,"THA","THB","Thailand",60,39.755,1.50924412023645,-0.52087,-0.57048,-0.54488,-0.30994,0.15911,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,3
"181",2006-01-01,"TWN","TWD","Taiwan",75,31.9495,2.34745457675394,-0.25478,-0.33194,-0.29211,0.0733,0.80287,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,12
"182",2006-01-01,"ZAF","ZAR","South Africa",13.95,6.0803,2.29429468940677,-0.27165,-0.34707,-0.30814,0.049,0.76204,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,11
"183",2006-05-01,"ARG","ARS","Argentina",7,3.0565,2.29020121053493,-0.26123,-0.39202,-0.3722,0.02697,0.75059,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,11
"184",2006-05-01,"AUS","AUD","Australia",3.25,1.33253,2.43896947911116,-0.21324,-0.35253,-0.33142,0.09368,0.8643,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,13
"185",2006-05-01,"BRA","BRL","Brazil",6.4,2.3045,2.77717509221089,-0.10414,-0.26275,-0.23871,0.24534,1.12282,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,19
"186",2006-05-01,"CAN","CAD","Canada",3.52,1.12045,3.1415948949083,0.01342,-0.166,-0.13881,0.40875,1.40138,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,21
"187",2006-05-01,"CHE","CHF","Switzerland",6.3,1.20885,5.21156471026182,0.68115,0.38351,0.42862,1.33697,2.98362,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,26
"188",2006-05-01,"CHL","CLP","Chile",1560,529.95,2.94367393150297,-0.05043,-0.21855,-0.19307,0.32,1.25009,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,20
"189",2006-05-01,"CHN","CNY","China",10.5,8.026,1.30824819337154,-0.57798,-0.6527,-0.64138,-0.41336,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,1
"190",2006-05-01,"CZE","CZK","Czech Republic",59.05,22.1078,2.67100299441826,-0.13839,-0.29093,-0.26781,0.19773,1.04166,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,16
"191",2006-05-01,"DNK","DKK","Denmark",27.75,5.81825,4.76947535771065,0.53854,0.26615,0.30743,1.13873,2.6457,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,25
"192",2006-05-01,"EUZ","EUR","Euro area",2.939573529,0.780365992,3.76691649704796,0.21513,0,0.0326,0.68916,1.87936,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,23
"193",2006-05-01,"GBR","GBP","Britain",1.94,0.531801744,3.64797600212458,0.17677,-0.03158,0,0.63583,1.78844,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,22
"194",2006-05-01,"HKG","HKD","Hong Kong",12,7.7533,1.54772806417912,-0.50073,-0.58913,-0.57573,-0.30597,0.18305,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,3
"195",2006-05-01,"HUN","HUF","Hungary",560,206.3444,2.71390936705818,-0.12455,-0.27954,-0.25605,0.21697,1.07446,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,17
"196",2006-05-01,"IDN","IDR","Indonesia",14600,9325,1.5656836461126,-0.49494,-0.58436,-0.57081,-0.29792,0.19678,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,5
"197",2006-05-01,"JPN","JPY","Japan",250,112.105,2.23005218322109,-0.28063,-0.40799,-0.38869,0,0.70461,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,9
"198",2006-05-01,"KOR","KRW","South Korea",2500,952.4,2.62494750104998,-0.15324,-0.30316,-0.28044,0.17708,1.00646,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,15
"199",2006-05-01,"MEX","MXN","Mexico",29,11.3031,2.56566782564075,-0.17237,-0.31889,-0.29669,0.1505,0.96115,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,14
"200",2006-05-01,"MYS","MYR","Malaysia",5.5,3.6295,1.51536024245764,-0.51117,-0.59772,-0.5846,-0.32048,0.15831,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,2
"201",2006-05-01,"NZL","NZD","New Zealand",4.45,1.62101,2.74520206537899,-0.11445,-0.27123,-0.24747,0.231,1.09838,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,18
"202",2006-05-01,"POL","PLN","Poland",6.5,3.09915,2.09734927318781,-0.32344,-0.44322,-0.42506,-0.05951,0.60317,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,7
"203",2006-05-01,"RUS","RUB","Russia",48,27.06375,1.77359013440488,-0.42787,-0.52917,-0.51382,-0.20469,0.3557,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,6
"204",2006-05-01,"SGP","SGD","Singapore",3.6,1.5873,2.26800226800227,-0.26839,-0.39792,-0.37828,0.01702,0.73362,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,10
"205",2006-05-01,"SWE","SEK","Sweden",33,7.28455,4.53013569815569,0.46133,0.20261,0.24182,1.0314,2.46275,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,24
"206",2006-05-01,"THA","THB","Thailand",60,38.445,1.56067108856808,-0.49656,-0.58569,-0.57218,-0.30016,0.19295,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,4
"207",2006-05-01,"TWN","TWD","Taiwan",75,32.141,2.3334681559379,-0.24727,-0.38054,-0.36034,0.04637,0.78366,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,12
"208",2006-05-01,"ZAF","ZAR","South Africa",13.95,6.597,2.11459754433834,-0.31787,-0.43864,-0.42034,-0.05177,0.61636,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,8
"209",2007-01-01,"ARG","ARS","Argentina",8.25,3.08875,2.67098340752732,-0.1705,-0.29881,-0.30329,0.15983,0.88773,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,14
"210",2007-01-01,"AUS","AUD","Australia",3.45,1.266865,2.72325780568569,-0.15427,-0.28509,-0.28966,0.18253,0.92467,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,15
"211",2007-01-01,"BRA","BRL","Brazil",6.4,2.1335,2.99976564330912,-0.0684,-0.2125,-0.21753,0.30259,1.1201,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,16
"212",2007-01-01,"CAN","CAD","Canada",3.63,1.17485,3.08975613908159,-0.04045,-0.18887,-0.19406,0.34167,1.1837,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,19
"213",2007-01-01,"CHE","CHF","Switzerland",6.3,1.2485,5.04605526631958,0.5671,0.3247,0.31623,1.19116,2.56632,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,26
"214",2007-01-01,"CHL","CLP","Chile",1670,540.15,3.09173377765436,-0.03983,-0.18835,-0.19354,0.34253,1.1851,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,20
"215",2007-01-01,"CHN","CNY","China",11,7.7743,1.41491838493498,-0.56058,-0.62855,-0.63093,-0.3856,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,1
"216",2007-01-01,"CZE","CZK","Czech Republic",52.1,21.50115,2.42312620487741,-0.24748,-0.36388,-0.36795,0.0522,0.71256,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,12
"217",2007-01-01,"DNK","DKK","Denmark",27.75,5.75305,4.82352838928916,0.49799,0.26628,0.25818,1.09453,2.40905,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,25
"218",2007-01-01,"EUZ","EUR","Euro area",2.94,0.771813376,3.80921099765962,0.18298,0,-0.0064,0.65408,1.69218,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,22
"219",2007-01-01,"GBR","GBP","Britain",1.94,0.506034461,3.83373099959688,0.1906,0.00644,0,0.66473,1.70951,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,23
"220",2007-01-01,"HKG","HKD","Hong Kong",12,7.79845,1.53876731914675,-0.52212,-0.59604,-0.59862,-0.33182,0.08753,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,2
"221",2007-01-01,"HUN","HUF","Hungary",590,194.4237,3.03460946376393,-0.05757,-0.20335,-0.20844,0.31772,1.14472,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,17
"222",2007-01-01,"IDN","IDR","Indonesia",15900,9090,1.74917491749175,-0.45678,-0.5408,-0.54374,-0.24045,0.23624,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,4
"223",2007-01-01,"JPN","JPY","Japan",280,121.585,2.30291565571411,-0.28481,-0.39543,-0.3993,0,0.6276,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,9
"224",2007-01-01,"KOR","KRW","South Korea",2900,940.15,3.08461415731532,-0.04205,-0.19022,-0.1954,0.33944,1.18007,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,18
"225",2007-01-01,"MEX","MXN","Mexico",29,10.8894,2.66314030157768,-0.17294,-0.30087,-0.30534,0.15642,0.88219,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,13
"226",2007-01-01,"MYS","MYR","Malaysia",5.5,3.502,1.57053112507139,-0.51226,-0.5877,-0.59034,-0.31802,0.10998,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,3
"227",2007-01-01,"NZL","NZD","New Zealand",4.6,1.42796,3.22137875010505,0.00043,-0.15432,-0.15973,0.39883,1.27672,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,21
"228",2007-01-01,"POL","PLN","Poland",6.9,2.97175,2.32186422141836,-0.27892,-0.39046,-0.39436,0.00823,0.64099,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,10
"229",2007-01-01,"RUS","RUB","Russia",49,26.5335,1.84672206832872,-0.42648,-0.5152,-0.5183,-0.19809,0.30518,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,6
"230",2007-01-01,"SGP","SGD","Singapore",3.6,1.53795,2.34077830878767,-0.27305,-0.3855,-0.38943,0.01644,0.65436,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,11
"231",2007-01-01,"SWE","SEK","Sweden",32,7.04125,4.54464761228475,0.41138,0.19307,0.18544,0.97343,2.21195,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,24
"232",2007-01-01,"THA","THB","Thailand",62,35.3,1.75637393767705,-0.45454,-0.53891,-0.54186,-0.23733,0.24133,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,5
"233",2007-01-01,"TWN","TWD","Taiwan",75,32.9255,2.27786973622268,-0.29259,-0.40201,-0.40583,-0.01088,0.60989,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,8
"234",2007-01-01,"ZAF","ZAR","South Africa",15.5,7.10975,2.18010478568163,-0.32295,-0.42768,-0.43134,-0.05333,0.5408,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,7
"235",2007-06-01,"ARG","ARS","Argentina",8.25,3.0915,2.66860747210092,-0.21742,-0.35957,-0.33404,0.16575,0.84491,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,13
"236",2007-06-01,"AUS","AUD","Australia",3.45,1.17,2.94871794871795,-0.13527,-0.29235,-0.26414,0.28812,1.03856,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,15
"237",2007-06-01,"BRA","BRL","Brazil",6.9,1.913,3.60690015682175,0.05774,-0.13439,-0.09989,0.57564,1.49358,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,20
"238",2007-06-01,"CAN","CAD","Canada",3.88,1.05345,3.68313636147895,0.0801,-0.11609,-0.08086,0.60894,1.54629,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,21
"239",2007-06-01,"CHE","CHF","Switzerland",6.3,1.2112,5.20145310435931,0.52535,0.24828,0.29804,1.2722,2.59595,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,26
"240",2007-06-01,"CHL","CLP","Chile",1565,526.75,2.97104888467015,-0.12872,-0.28699,-0.25857,0.29787,1.05399,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,16
"241",2007-06-01,"CHN","CNY","China",11,7.6047,1.44647389114626,-0.57581,-0.65286,-0.63903,-0.36812,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,1
"242",2007-06-01,"CZE","CZK","Czech Republic",52.9,21.11675,2.50512034285579,-0.26536,-0.3988,-0.37484,0.09433,0.73188,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,10
"243",2007-06-01,"DNK","DKK","Denmark",27.75,5.4603,5.08213834404703,0.49036,0.21965,0.26826,1.22008,2.51347,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,25
"244",2007-06-01,"EUZ","EUR","Euro area",3.057482443,0.733756466,4.1668899487422,0.22196,0,0.03986,0.82026,1.88072,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,23
"245",2007-06-01,"GBR","GBP","Britain",1.99,0.496610632,4.00716350349906,0.17512,-0.03833,0,0.75049,1.7703,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,22
"246",2007-06-01,"HKG","HKD","Hong Kong",12,7.81555,1.53540057961372,-0.54974,-0.63152,-0.61684,-0.32928,0.06148,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,2
"247",2007-06-01,"HUN","HUF","Hungary",600,180.2106,3.32943789100086,-0.02363,-0.20098,-0.16913,0.45443,1.30176,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,18
"248",2007-06-01,"IDN","IDR","Indonesia",15900,9015,1.76372712146423,-0.48278,-0.57673,-0.55986,-0.22953,0.21933,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,4
"249",2007-06-01,"JPN","JPY","Japan",280,122.315,2.2891714017087,-0.32869,-0.45063,-0.42873,0,0.58259,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,9
"250",2007-06-01,"KOR","KRW","South Korea",2900,922.5,3.14363143631436,-0.07811,-0.24557,-0.2155,0.37326,1.17331,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,17
"251",2007-06-01,"MEX","MXN","Mexico",29,10.76755,2.693277486522,-0.21018,-0.35365,-0.32788,0.17653,0.86196,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,14
"252",2007-06-01,"MYS","MYR","Malaysia",5.5,3.4345,1.60139758334547,-0.53038,-0.61569,-0.60037,-0.30045,0.1071,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,3
"253",2007-06-01,"NZL","NZD","New Zealand",4.6,1.2797,3.59459248261311,0.05413,-0.13734,-0.10296,0.57026,1.48507,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,19
"254",2007-06-01,"POL","PLN","Poland",6.9,2.75185,2.50740410996239,-0.26469,-0.39826,-0.37427,0.09533,0.73346,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,11
"255",2007-06-01,"RUS","RUB","Russia",52,25.64825,2.0274287719435,-0.40545,-0.51344,-0.49405,-0.11434,0.40164,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,6
"256",2007-06-01,"SGP","SGD","Singapore",3.95,1.52375,2.59228876127974,-0.2398,-0.37788,-0.35309,0.13241,0.79214,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,12
"257",2007-06-01,"SWE","SEK","Sweden",33,6.79165,4.85890762922118,0.4249,0.16608,0.21256,1.12256,2.35914,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,24
"258",2007-06-01,"THA","THB","Thailand",62,34.455,1.79944855608765,-0.4723,-0.56816,-0.55094,-0.21393,0.24402,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,5
"259",2007-06-01,"TWN","TWD","Taiwan",75,32.7705,2.28864374971392,-0.32884,-0.45075,-0.42886,-0.00023,0.58222,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,8
"260",2007-06-01,"ZAF","ZAR","South Africa",15.5,6.971,2.22349734614833,-0.34795,-0.46639,-0.44512,-0.02869,0.53718,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,7
"261",2008-06-01,"ARG","ARS","Argentina",11,3.0195,3.64298724954463,0.02044,-0.31814,-0.20293,0.39026,0.99169,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,16
"262",2008-06-01,"AUS","AUD","Australia",3.45,1.026,3.36257309941521,-0.0581,-0.37062,-0.26429,0.28324,0.83839,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,14
"263",2008-06-01,"BRA","BRL","Brazil",7.5,1.5846,4.73305566073457,0.32579,-0.11411,0.03557,0.80625,1.58766,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,22
"264",2008-06-01,"CAN","CAD","Canada",4.09,1.00355,4.07553186189029,0.14161,-0.23718,-0.1083,0.55532,1.22817,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,18
"265",2008-06-01,"CHE","CHF","Switzerland",6.5,1.02215,6.35914493958812,0.78127,0.19025,0.39135,1.42681,2.47667,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,25
"266",2008-06-01,"CHL","CLP","Chile",1550,494.65,3.13352875770747,-0.12226,-0.41349,-0.3144,0.19583,0.71316,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,11
"267",2008-06-01,"CHN","CNY","China",12.5,6.834,1.82908984489318,-0.48765,-0.65765,-0.59981,-0.30197,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,3
"268",2008-06-01,"CZE","CZK","Czech Republic",66.08,14.49795,4.55788577005715,0.27672,-0.1469,-0.00276,0.7394,1.49189,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,19
"269",2008-06-01,"DNK","DKK","Denmark",28,4.7044,5.95187484057478,0.66719,0.11402,0.30224,1.27138,2.25401,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,24
"270",2008-06-01,"EUZ","EUR","Euro area",3.36856,0.630497147,5.34270458800347,0.49656,0,0.16895,1.03891,1.92096,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,23
"271",2008-06-01,"GBR","GBP","Britain",2.29,0.501039657,4.57049650263512,0.28025,-0.14454,0,0.74422,1.49878,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,20
